flightId,airlineName,alias,iata,icao,callSign,countryLocated,airlineOperationalStatus
1294,Aerotranscolombina de Carga,null,null,TCO,TRANSCOLOMBIA,Colombia,N
1295,Air Cargo Express,null,null,TDG,TURBO DOG,United States,N
1296,Atlas Helicopters,null,null,TDT,TRIDENT,United Kingdom,N
1297,Air Today,null,null,TDY,AIR TODAY,United States,N
1298,Aero Servicios Azteca,null,null,TED,AEROAZTECA,Mexico,N
1299,Arkefly,null,OR,TFL,ARKEFLY,Netherlands,Y
1300,Antair,null,null,TIR,ANTAIR,Mexico,N
1301,Atlantique Air Assistance,null,null,TLB,TRIPLE-A,France,N
1302,Aero Taxi Autlan,null,null,TLD,AEREO AUTLAN,Mexico,N
1303,Aero Util,null,null,TLE,AEROUTIL,Mexico,N
1304,Aero Toluca Internactional,null,null,TLU,AEROTOLUCA,Mexico,N
1305,Aero Taxi del Centro de Mexico,null,null,TME,TAXICENTRO,Mexico,N
1306,Aerotropical,null,null,TOC,TROPICMEX,Mexico,N
1307,Air Tomisko,null,null,TOH,TOMISKO CARGO,Serbia,N
1308,Airlines PNG,null,CG,TOK,BALUS,Papua New Guinea,Y
1309,Aero Tanala,null,null,TON,AEROTANALA,Mexico,N
1310,Aero Tropical,null,null,TPB,AERO TROPICAL,Angola,N
1311,Air Cal,null,TY,TPC,AIRCAL,France,N
1312,Air Horizon,null,null,TPK,TCHAD-HORIZON,Chad,N
1313,Aero Taxi del Potosi,null,null,TPO,TAXI-POTOSI,Mexico,N
1314,Aeroturquesa,null,null,TQS,AEROTURQUESA,Mexico,N
1315,Airmark Aviation,null,null,TRH,TRANSTAR,United States,N
1316,AirTran Airways,null,FL,TRS,CITRUS,United States,Y
1317,Air Transat,null,TS,TSC,TRANSAT,Canada,Y
1318,airtransse,null,null,TSQ,AIRTRA,Japan,N
1319,Aerolineas Turisticas del Caribe,null,null,TTB,AERO TURISTICAS,Mexico,N
1320,Avcenter,null,null,TTE,TETON,United States,N
1321,Air Tungaru,null,null,TUN,TUNGARU,Kiribati,N
1322,Avialeasing Aviation Company,null,EC,TWN,TWINARROW,Uzbekistan,Y
1323,Aerotaxis del Noroeste,null,null,TXD,TAXI OESTE,Mexico,N
1324,Aerotaxis Alfe,null,null,TXF,ALFE,Mexico,N
1325,Aereotaxis,null,null,TXI,AEREOTAXIS,Mexico,N
1326,Tyrolean Airways,null,VO,TYR,TYROLEAN,Austria,Y
1327,Aero Tomza,null,null,TZA,AERO TOMZA,Mexico,N
1328,Air Zambezi,null,null,TZT,ZAMBEZI,Zimbabwe,N
1329,Afra Airlines,null,null,UAG,AFRALINE,Ghana,N
1330,Aerostar Airlines,null,null,UAR,AEROSTAR,Ukraine,N
1331,Air Division of the Eastern Kazakhstan Region,null,null,UCK,GALETA,Kazakhstan,N
1332,Aero-Charter Ukraine,null,DW,UCR,CHARTER UKRAINE,Ukraine,N
1333,Air LA,null,null,UED,AIR L-A,United States,N
1334,Air Ukraine,null,6U,UKR,AIR UKRAINE,Ukraine,N
1335,Air Umbria,null,null,UMB,AIR UMBRIA,Italy,N
1336,Atuneros Unidos de California,null,null,UND,ATUNEROS UNIDOS,Mexico,N
1337,Aeroclub Flaps,null,null,FLP,AEROCLUB FLAPS,Spain,N
1338,Aerolineas Galapagos (Aerogal),null,2K,GLG,AEROGAL,Ecuador,Y
1364,BACH Flugbetriebsges,null,B4,BCF,BACH,Austria,N
1339,Air Castle Corporation / Global Airways,null,null,GLB,GLO-AIR,United States,N
1340,Alrosa Mirny Air Enterprise,null,6R,DRU,MIRNY,Russia,Y
1341,Bearing Supplies Limited,null,null,PVO,PROVOST,United Kingdom,N
1342,Balkan Agro Aviation,null,null,BAA,BALKAN AGRO,Bulgaria,N
1343,Bahrain Air BSC (Closed),null,null,BAB,AWAL,Bahrain,N
1344,BAC Leasing Limited,null,null,BAC,null,United Kingdom,N
1345,BAE Systems,null,null,BAE,FELIX,United Kingdom,N
1346,Belgian Air Force,null,null,BAF,BELGIAN AIRFORCE,Belgium,N
1347,Baker Aviation,null,8Q,BAJ,BAKER AVIATION,United States,N
1348,Blackhawk Airways,null,null,BAK,BLACKHAWK,United States,N
1349,Britannia Airways,null,null,BAL,BRITANNIA,United Kingdom,N
1350,Business Air Services,null,null,BAM,BUSINESS AIR,Canada,N
1351,British Antarctic Survey,null,null,BAN,PENGUIN,United Kingdom,N
1352,Bradly Air (Charter) Services,null,null,BAR,BRADLEY,Canada,N
1353,Bissau Airlines,null,null,BAU,AIR BISSAU,Guinea-Bissau,N
1354,Bay Aviation Ltd,null,null,BAV,BAY AIR,Bangladesh,N
1355,British Airways,null,BA,BAW,SPEEDBIRD,United Kingdom,Y
1356,Best Aero Handling Ltd,null,null,BAX,null,Russia,N
1357,Bayon Airlines,null,null,BAY,BAYON,Cambodia,N
1358,Bannert Air,null,null,BBA,BANAIR,Austria,N
1359,Biman Bangladesh Airlines,null,BG,BBC,BANGLADESH,Bangladesh,Y
1360,Bluebird Cargo,null,BF,BBD,BLUE CARGO,Iceland,N
1361,Beibars CJSC,null,null,BBS,BEIBARS,Kazakhstan,N
1362,Bravo Airlines,null,null,BBV,BRAVO EUROPE,Spain,N
1363,Blue Bird Aviation,null,null,BBZ,COBRA,Kenya,N
1365,Blue Islands,null,null,BCI,BLUE ISLAND,United Kingdom,N
1366,British Caribbean Airways,null,null,BCL,null,United Kingdom,N
1367,British Charter,null,null,BCR,BACKER,United Kingdom,N
1368,BCT Aviation,null,null,BCT,BOBCAT,United Kingdom,N
1369,Business Aviation Center,null,null,BCV,BUSINESS AVIATION,Ukraine,N
1370,Blue Dart Aviation,null,BZ,BDA,BLUE DART,India,N
1371,B&H Airlines,null,JA,BON,Air Bosna,Bosnia and Herzegovina,N
1372,Bissau Discovery Flying Club,null,null,BDF,BISSAU DISCOVERY,Guinea-Bissau,N
1373,Belgian Army,null,null,AYB,BELGIAN ARMY,Belgium,N
1374,Badr Airlines,null,null,BDR,BADR AIR,Sudan,N
1375,Best Aviation Ltd,null,null,BEA,BEST AIR,Bangladesh,N
1376,Belgorod Aviation Enterprise,null,null,BED,BELOGORYE,Russia,N
1377,Bar Harbor Airlines,null,null,AJC,BAR HARBOR,United States,N
1378,Balear Express,null,null,BEF,BALEAR EXPRESS,Spain,N
1379,Bel Air Helicopters,null,null,BEH,BLUECOPTER,Denmark,N
1380,Berkut Air,null,null,BEK,BERKUT,Kazakhstan,N
1381,BETA - Brazilian Express Transportes Aereos,null,null,BET,BETA CARGO,Brazil,N
1382,Basler Flight Service,null,null,BFC,BASLER,United States,N
1383,Bear Flight,null,null,BFG,BEARFLIGHT,Sweden,N
1384,Buffalo Airways,null,J4,BFL,BUFFALO,Canada,N
1385,Bombardier,null,null,BFO,BOMBARDIER,Canada,N
1386,Burkina Airlines,null,null,BFR,BURKLINES,Burkina Faso,N
1387,Business Flight Sweden,null,null,BFS,BUSINESS FLIGHT,Sweden,N
1388,Bahrain Defence Force,null,null,BFW,SUMMAN,Bahrain,N
1389,BH Air,null,null,BGH,BALKAN HOLIDAYS,Bulgaria,N
1390,British Gulf International,null,null,BGI,BRITISH GULF,S,N
1391,British Gulf International-Fez,null,null,BGK,GULF INTER,Kyrgyzstan,N
1392,Benin Golf Air,null,A8,BGL,BENIN GOLF,Benin,N
1393,Bugulma Air Enterprise,null,null,BGM,BUGAVIA,Russia,N
1394,Budget Air Bangladesh,null,null,BGR,BUDGET AIR,Bangladesh,N
1395,Bergen Air Transport,null,null,BGT,BERGEN AIR,Norway,N
1396,Buddha Air,null,null,BHA,BUDDHA AIR,Nepal,N
1397,Balkh Airlines,null,null,BHI,SHARIF,Afghanistan,N
1398,Bristow Helicopters,null,null,BHL,BRISTOW,United Kingdom,N
1399,Bristow Helicopters Nigeria,null,null,BHN,BRISTOW HELICOPTERS,Nigeria,N
1400,Bhoja Airlines,null,null,BHO,BHOJA,Pakistan,N
1401,Belair Airlines,null,4T,BHP,BELAIR,Switzerland,Y
1402,Bighorn Airways,null,null,BHR,BIGHORN AIR,United States,N
1403,Bahamasair,null,UP,BHS,BAHAMAS,Bahamas,Y
1404,Bright Air,null,null,BHT,BRIGHTAIR,Netherlands,N
1405,Bringer Air Cargo Taxi Aereo,null,E6,null,null,Brazil,N
1406,Balkan Bulgarian Airlines,null,LZ,null,null,null,Y
1407,BA Connect,null,TH,null,null,United Kingdom,N
1408,Bosphorus European Airways,null,null,BHY,BOSPHORUS,Turkey,N
1409,Binair,null,null,BID,BINAIR,Germany,N
1410,Big Island Air,null,null,BIG,BIG ISLE,United States,N
1411,British International Helicopters,null,BS,BIH,BRINTEL,United Kingdom,Y
1412,Billund Air Center,null,null,BIL,BILAIR,Denmark,N
1413,Boise Interagency Fire Center,null,null,BIN,BISON-AIR,United States,N
1414,Bird Leasing,null,null,BIR,BIRD AIR,United States,N
1415,Bizjet Ltd,null,null,BIZ,BIZZ,United Kingdom,N
1416,Baja Air,null,null,BJA,BAJA AIR,Mexico,N
1417,Baltic Jet Aircompany,null,null,BJC,BALTIC JET,Latvia,N
1418,Business Jet Solutions,null,null,BJS,SOLUTION,United States,N
1419,Bankair,null,B4,BKA,BANKAIR,United States,N
1420,BF-Lento OY,null,null,BKF,BAKERFLIGHT,Finland,Y
1421,Barken International,null,null,BKJ,BARKEN JET,United States,N
1422,Bangkok Airways,null,PG,BKP,BANGKOK AIR,Thailand,Y
1423,Bukovyna,null,null,BKV,BUKOVYNA,Ukraine,N
1424,Blue Bird Aviation,null,null,BLB,BLUEBIRD SUDAN,Sudan,N
1425,Bellesavia,null,null,BLC,BELLESAVIA,Belarus,N
1426,Blue Line,null,null,BLE,BLUE BERRY,France,N
1427,Blue1,null,KF,BLF,BLUEFIN,Finland,Y
1428,Belgavia,null,null,BLG,BELGAVIA,Belgium,N
1429,Blue Horizon Travel Club,null,null,BLH,BLUE HORIZON,United States,N
1430,Blue Jet,null,null,BLJ,BLUEWAY,Spain,N
1431,Baltic Airlines,null,null,BLL,BALTIC AIRLINES,Russia,Y
1432,Blue Airways,null,null,BLM,BLUE ARMENIA,Armenia,N
1433,Bali International Air Service,null,null,BLN,BIAR,Indonesia,N
1434,Bearskin Lake Air Service,null,JV,BLS,BEARSKIN,Canada,Y
1435,Baltic Aviation,null,null,BLT,BALTAIR,United States,N
1436,Bellview Airlines,null,B3,BLV,BELLVIEW AIRLINES,Nigeria,Y
1437,bmi,bmi British Midland,BD,BMA,MIDLAND,United Kingdom,Y
1438,British Medical Charter,null,null,BMD,BRITISH MEDICAL,United Kingdom,N
1439,Briggs Marine Environmental Services,null,null,BME,BRIGGS,United Kingdom,N
1440,Bristow Masayu Helicopters,null,null,BMH,MASAYU,Indonesia,N
1441,bmibaby,null,WW,BMI,BABY,United Kingdom,Y
1442,Bemidji Airlines,null,CH,BMJ,BEMIDJI,United States,Y
1443,Bismillah Airlines,null,5Z,BML,BISMILLAH,Bangladesh,N
1444,Bowman Aviation,null,null,BMN,BOWMAN,United States,N
1445,British Midland Regional,null,null,BMR,null,United Kingdom,Y
1446,BMW,null,null,BMW,BMW-FLIGHT,Germany,N
1447,Banco de Mexico,null,null,BMX,BANXICO,Mexico,N
1448,Bond Offshore Helicopters,null,null,BND,BOND,United Kingdom,N
1449,Benina Air,null,null,BNE,BENINA AIR,Libya,N
1450,BN Group Limited,null,null,BNG,VECTIS,United Kingdom,N
1451,Blue Nile Ethiopia Trading,null,null,BNL,NILE TRADING,Ethiopia,N
1452,Bonair Aviation,null,null,BNR,BONAIR,Canada,N
1453,Bancstar - Valley National Corporation,null,null,BNS,BANCSTAR,United States,N
1454,Bentiu Air Transport,null,null,BNT,BENTIU AIR,Sudan,N
1455,Benane Aviation Corporation,null,null,BNV,BENANE,Mauritania,N
1456,British North West Airlines,null,null,BNW,BRITISH NORTH,United Kingdom,N
1457,Boniair,null,null,BOA,KUMANOVO,Macedonia,N
1458,Bond Air Services,null,null,BOD,UGABOND,Uganda,N
1459,Boeing,null,null,BOE,BOEING,United States,N
1460,Bordaire,null,null,BOF,BORDAIR,Canada,N
1461,Bookajet Limited,null,null,BOO,BOOKAJET,United Kingdom,N
1462,Bouraq Indonesia Airlines,null,BO,BOU,BOURAQ,Indonesia,N
1463,Blue Panorama Airlines,null,BV,BPA,BLUE PANOROMA,Italy,Y
1464,Berkhut ZK,null,null,BPK,VENERA,Kazakhstan,N
1465,Bundepolizei-Fliegertruppe,null,null,BPO,PIROL,Germany,N
1466,Budapest Aircraft Services/Manx2,null,null,BPS,BASE,Hungary,Y
568,AirWest,null,null,AWZ,null,Sudan,N
1467,Bonus Aviation,null,null,BPT,BONUS,United Kingdom,N
1468,British Petroleum Exploration,null,null,BPX,null,Colombia,N
1469,BRA-Transportes Aereos,null,7R,BRB,BRA-TRANSPAEREOS,Brazil,N
1470,Brock Air Services,null,null,BRD,BROCK AIR,Canada,N
1471,Breeze Ltd,null,null,BRE,AVIABREEZE,Ukraine,N
1472,Bering Air,null,8E,BRG,BERING AIR,United States,Y
1473,Briansk State Air Enterprise,null,null,BRK,BRIANSK-AVIA,Russia,N
1474,Branson Airlines,null,null,BRN,BRANSON,United States,N
1475,BASE Regional Airlines,null,null,BRO,COASTRIDER,Netherlands,N
1476,Brazilian Air Force,null,null,BRS,BRAZILIAN AIR FORCE,Brazil,Y
1477,British Regional Airlines,null,null,BRT,BRITISH,United Kingdom,N
1478,Belavia Belarusian Airlines,null,B2,BRU,BELARUS AVIA,Belarus,Y
1479,Bravo Air Congo,null,K6,BRV,BRAVO,Democratic Republic of the Congo,N
1480,Bright Aviation Services,null,null,BRW,BRIGHT SERVICES,Bulgaria,N
1481,Braniff International Airways,null,BN,BNF,Braniff,United States,N
1482,Buffalo Express Airlines,null,null,BRX,BUFF EXPRESS,United States,N
1483,Burundayavia,null,null,BRY,BURAIR,Kazakhstan,N
1484,Bistair - Fez,null,null,BSC,BIG SHOT,Kyrgyzstan,N
1485,Blue Star Airlines,null,null,BSD,AIRLINES STAR,Mexico,N
1486,Brasair Transportes Aereos,null,null,BSI,BRASAIR,Brazil,N
1487,Blue Swann Aviation,null,null,BSJ,BLUE SWANN,United Kingdom,N
1488,Blue Sky Aviation,null,null,BSM,null,Lebanon,N
1489,Bissau Aero Transporte,null,null,BSS,BISSAU AIRSYSTEM,Guinea-Bissau,N
1490,Best Air,null,null,BST,TUNCA,Turkey,N
1491,Blue Sky Airways,null,null,BSW,SKY BLUE,Czech Republic,N
1492,Big Sky Airlines,null,GQ,BSY,BIG SKY,United States,N
1493,BAL Bashkirian Airlines,null,V9,BTC,BASHKIRIAN,Russia,N
1494,Baltijas Helicopters,null,null,BTH,BALTIJAS HELICOPTERS,Latvia,N
1495,Baltyka,null,null,BTK,BALTYKA,Ukraine,N
1496,Baltia Air Lines,null,null,BTL,BALTIA FLIGHT,United States,N
1497,Botir-Avia,null,null,BTR,BOTIR-AVIA,Kyrgyzstan,N
1498,Business Express,null,null,GAA,BIZEX,United States,N
1499,BT-Slavuta,null,null,BTT,BEETEE-SLAVUTA,Ukraine,N
1500,Metro Batavia,null,7P,BTV,BATAVIA,Indonesia,Y
1501,Bulgarian Air Charter,null,null,BUC,BULGARIAN CHARTER,Bulgaria,N
501,Augusta Air Luftfahrtunternehmen,null,null,AUF,AUGUSTA,Germany,N
502,Abu Dhabi Amiri Flight,null,MO,AUH,SULTAN,United Arab Emirates,Y
503,Aeroflot-Nord,null,5N,AUL,DVINA,Russia,Y
504,Air Atlantic Uruguay,null,null,AUM,ATLAMUR,Uruguay,N
505,Aviones Unidos,null,null,AUN,AVIONES UNIDOS,Mexico,N
506,Avia Business Group,null,null,AUP,null,Russia,N
507,Aero Servicios Expecializados,null,null,SVE,AEROESPECIAL,Mexico,N
508,Aurigny Air Services,null,GR,AUR,AYLINE,United Kingdom,Y
509,Aus-Air,null,NO,AUS,null,Australia,N
510,Austral Lineas Aereas,null,AU,AUT,AUSTRAL,Argentina,Y
511,Aurora Aviation,null,null,AUU,Inc.,AURORA AIR,N
512,Air Uganda International Ltd.,null,null,AUX,null,Uganda,N
513,Aerolineas Uruguayas,null,null,AUY,S.A.,AUSA,N
514,Australian Airlines,null,AO,AUZ,AUSTRALIAN,Australia,N
515,Avianca - Aerovias Nacionales de Colombia,null,AV,AVA,S.A.,AVIANCA,Y
516,Aviation Beaufort,null,null,AVB,BEAUPAIR,United Kingdom,N
517,Alamo Aviacion,null,null,AVD,S.L.,ALAMO,N
518,Aviair Aviation Ltd.,null,null,AVF,CARIBOO,Canada,N
519,Air Falcon,null,null,AVG,DJIBOUTI FALCON,Djibouti,N
520,AV8 Helicopters,null,null,AVH,KENT HELI,United Kingdom,N
521,Avia Traffic Company,null,null,AVJ,ATOMIC,Kyrgyzstan,N
522,AV8 Helicopters,null,null,AVK,AVIATE-COPTER,South Africa,N
523,Aviacion Ejecutiva Mexicana,null,null,AVM,S.A.,AVEMEX,N
524,Air Vanuatu,null,NF,AVN,AIR VAN,Vanuatu,Y
525,Aviation at Work,null,null,AVO,AVIATION WORK,South Africa,N
526,Avcorp Registrations,null,null,AVP,AVCORP,United Kingdom,N
527,Alfa Aerospace,null,null,LFP,ALFA-SPACE,Australia,N
528,Atlantic Airfreight Aviation,null,null,LFR,LANFREIGHT,Sao Tome and Principe,N
529,Aerolift Company,null,null,LFT,LIFTCO,Sierra Leone,N
530,Aviation Services,null,null,AVQ,Inc.,AQUILINE,N
531,Active Aero Charter,null,null,AVR,Inc.,ACTIVE AERO,N
532,Avialsa T-35,null,null,AVS,AVIALSA,Spain,N
533,Asia Avia Airlines,null,null,AVT,ASIAVIA,Indonesia,N
534,Avia Sud A,null,null,AVU,AVIASUD,France,N
535,Airvantage Incorporated,null,null,AVV,AIRVANTAGE,United States,N
536,Aviator Airways,null,null,AVW,AVIATOR,Greece,N
537,Aviapaslauga,null,null,AVX,PASLAUGA,Lithuania,N
538,ASL,null,null,XXX,null,Belgium,N
539,Air Yugoslavia,null,null,YRG,YUGAIR,Serbia,N
540,Airlink Zambia,null,K8,ZAK,null,Zambia,N
541,Agence Nationale des Aerodromes et de la Meteorologie,null,null,ZZM,null,Ivory Coast,N
542,Airbus Transport International,null,null,BGA,BELOUGA,France,N
543,Air Bangladesh,null,B9,BGD,AIR BANGLA,Bangladesh,Y
544,Aviodetachment-28,null,null,BGF,BULGARIAN,Bulgaria,N
545,Aero BG,null,null,BGG,AERO BG,Mexico,N
546,Aerotaxis De La Bahia,null,null,BHC,BAHIA,Mexico,N
547,Air Mediterranee,null,DR,BIE,MEDITERRANEE,France,Y
548,Aviaservice,null,null,BIV,AVIASERVICE,Georgia,N
549,Aerolineas De El Salvador,null,null,SZA,AESA,El Salvador,N
550,Swaziland Airlink,null,null,SZL,SWAZILINK,Swaziland,N
551,Air Moorea,null,null,TAH,AIR MOOREA,France,Y
552,Aerovaradero,null,null,AVY,S.A.,AEROVARADERO,N
553,Air Valencia,null,null,AVZ,AIR VALENCIA,Spain,N
554,Airways International,null,null,AWB,Inc.,AIRNAT,N
555,Airwork,null,null,AWK,AIRWORK,New Zealand,N
556,Australian Wetleasing,null,null,AWL,AUSSIEWORLD,Australia,N
557,Air Niamey,null,null,AWN,AIR NIAMEY,Niger,N
558,Awood Air Ltd.,null,null,AWO,AWOOD AIR,Canada,N
559,Arctic Wings And Rotors Ltd.,null,null,AWR,ARCTIC WINGS,Canada,N
560,Auo Airclub AIST-M,null,null,ISM,STORK,Russia,N
561,Arab Wings,null,null,AWS,ARAB WINGS,Jordan,N
562,Air West,null,null,AWT,AIR WEST,Canada,N
563,Aeroline GmbH,null,7E,AWU,SYLT-AIR,Germany,Y
564,Airwave Transport,null,null,AWV,Inc.,AIRWAVE,N
565,Air Wales,null,6G,AWW,RED DRAGON,United Kingdom,Y
566,Aeroway,null,null,AWY,S.L.,AEROWEE,N
567,Air Caraïbes,null,TX,FWI,FRENCH WEST,France,Y
569,Air India Express,null,IX,AXB,EXPRESS INDIA,India,Y
570,Air Express,null,null,AXD,AIR SUDEX,Sudan,N
571,Asian Express Airlines,null,HJ,AXF,FREIGHTEXPRESS,Australia,N
572,Aeromexhaga,null,null,AXH,AEROMEXHAGA,Mexico,N
573,Aeron International Airlines,null,null,AXI,Inc.,AIR FREIGHTER,N
574,African Express Airways,null,null,AXK,EXPRESS JET,Kenya,N
575,Air Exel,null,XT,AXL,EXEL COMMUTER,Netherlands,Y
576,AirAsia,Air Asia,AK,AXM,ASIAN EXPRESS,Malaysia,Y
577,Alexandair,null,null,AXN,ALEXANDROS,Greece,N
578,Aeromax,null,null,AXP,AEROMAX SPAIN,Spain,N
579,Action Airlines (Action Air Charter),null,null,AXQ,ACTION AIR,United States,N
580,Alberni Airways,null,null,BNI,ALBERNI,Canada,N
581,Aerolineas Bonanza,null,null,BNZ,AERO BONANZA,Mexico,N
582,Aerobona,null,null,BOC,AEROBONA,Mexico,N
583,Aboitiz Air,null,null,BOI,ABAIR,Philippines,N
584,Axel Rent,null,null,AXR,S.A.,RENTAXEL,N
585,Altus Airlines,null,null,AXS,ALTUS,United States,N
586,Aviaxess,null,null,AXV,AXAVIA,France,N
587,Avioimpex A.D.p.o.,null,null,AXX,IMPEX,Macedonia,N
588,Axis Airways,null,6V,AXY,AXIS,France,N
589,Aladia Airlines,null,null,AYD,AIRLINES ALADIA,Mexico,N
590,Aykavia Aircompany,null,null,AYK,null,Armenia,N
591,Airman,null,null,AYM,S.L.,AIRMAN,N
592,Atlantic Airlines,null,null,AYN,S.A.,ATLANTIC NICARAGUA,N
593,Awsaj Aviation Services,null,null,AYS,null,Libya,N
594,Ayeet Aviation & Tourism,null,null,AYT,AYEET,Israel,N
595,Atlant-Soyuz Airlines,null,3G,AYZ,ATLANT-SOYUZ,Russia,Y
596,Alitalia,null,AZ,AZA,ALITALIA,Italy,Y
597,Azamat,null,null,AZB,TUMARA,Kazakhstan,N
598,Arcus-Air Logistic,null,ZE,AZE,ARCUS AIR,Germany,N
599,Air Zermatt AG,null,null,AZF,AIR ZERMATT,Switzerland,N
600,Azalhelikopter,null,null,AZK,AZALHELICOPTER,Azerbaijan,N
601,Africa One,null,null,AZL,SKY AFRICA,Zambia,N
602,Aerocozumel,null,null,AZM,AEROCOZUMEL,Mexico,N
603,Amaszonas,null,Z8,AZN,null,Bolivia,Y
604,Arizona Pacific Airways,null,null,AZP,ARIZONA PACIFIC,United States,N
605,Aviacon Zitotrans Air Company,null,null,AZS,ZITOTRANS,Russia,N
606,Azimut,null,null,AZT,S.A.,AZIMUT,N
607,Azov Avia Airlines,null,null,AZV,AZOV AVIA,Ukraine,N
608,Air Zimbabwe,null,UM,AZW,AIR ZIMBABWE,Zimbabwe,Y
609,Aero Jomacha,null,null,MHC,AERO JOMACHA,Mexico,N
610,Air Memphis,null,null,MHS,AIR MEMPHIS,Egypt,N
611,Air Memphis,null,null,MHU,MEPHIS UGANDA,Uganda,N
612,Air Marrakech Service,null,null,MKH,AIR MARRAKECH,Morocco,N
613,Air Max Africa,null,null,AZX,AZIMA,Gabon,N
614,Arizona Airways,null,null,AZY,Inc.,ARIZAIR,N
615,Azza Transport,null,null,AZZ,AZZA TRANSPORT,Sudan,N
616,Air Continental Inc,null,null,NAR,NIGHT AIR,United States,N
617,Antanik-Air,null,null,NAU,ANTANIK,Ukraine,N
618,Air Newark,null,null,NER,NEWAIR,United States,N
619,Aircraft Support and Services,null,null,NFF,null,Lebanon,N
620,Aerobanana,null,null,OBA,AEROBANANA,Mexico,N
621,Amako Airlines,null,null,OBK,AMAKO AIR,Nigeria,N
622,Aserca Airlines,null,R7,OCA,AROSCA,Venezuela,Y
623,Afrique CArgo Service Senegal,null,null,NFS,null,Senegal,N
624,Angoservice,null,null,NGC,ANGOSERVICE,Angola,N
625,Angel Airlines,null,null,NGE,ANGEL AIR,Thailand,N
626,Angel Flight America,null,null,NGF,ANGEL FLIGHT,United States,N
627,Air Atonabee,null,null,OUL,CITY EXPRESS,Canada,N
628,Aero Nova,null,null,OVA,AERONOVA,Spain,N
629,Amira Air,null,null,XPE,EXPERT,Austria,N
630,Aero Express Intercontinental,null,null,XSS,INTER EXPRESS,Mexico,N
631,Advance Aviation Services,null,null,XTJ,null,United States,N
632,Air Libya Tibesti,null,null,TLR,AIR LIBYA,Libya,N
633,Aerovic,null,null,OVC,null,Ecuador,N
634,Airventure,null,null,RVE,AIRVENTURE,Belgium,N
635,Aero Servicios,null,null,RVI,AERO SERVICIOS,Mexico,N
636,Airvallee,null,null,RVL,AIR VALLEE,Italy,N
637,Aeromover,null,null,OVE,AEROMOVER,Mexico,N
638,Aerovias Ejecutivas,null,null,OVI,VIAS EJECUTIVAS,Mexico,N
639,Aero Servicio Pity,null,null,PTD,PITY,Mexico,N
640,Aero Copter,null,null,PTE,null,Mexico,N
641,Rossiya-Russian Airlines,Pulkovo Aviation Enterprise,FV,SDM,PULKOVO,Russia,Y
642,Air Pal,null,null,PLL,AIRPAL,Spain,N
643,Air Pullmantur,null,null,PLM,PULLMANTUR,Spain,N
644,Aviaexpress,null,RX,AEH,Avex,Hungary,N
645,Aviones Para Servirle,null,null,PSG,SERVIAVIONES,Mexico,N
646,Avio Sluzba,null,null,SLU,AVIO SLUZBA,Serbia,N
647,Air Scorpio,null,null,SCU,SCORPIO UNIVERS,Bulgaria,N
648,Air Spirit,null,null,SIP,AIR SPIRIT,United States,N
649,Alatau Airlines,null,null,BMV,OLIGA,Kazakhstan,N
650,Aviateca,null,null,GUG,AVIATECA,Guatemala,N
651,Aroostook Aviation,null,null,PXX,PINE STATE,United States,N
652,Aeropycsa,null,null,PYC,AEROPYCSA,Mexico,N
653,Association of Private Pilots of Kazakhstan,null,null,PVK,BORIS,Kazakhstan,N
654,The Amiri Flight,null,null,BAH,BAHRAIN,Bahrain,N
655,Aero Services,null,null,BAS,AEROSERV,Barbados,N
656,Ababeel Aviation,null,null,BBE,BABEL AIR,Sudan,N
657,Air Bashkortostan,null,null,BBT,AGYDAL,Russia,N
658,Ambulance Air Africa,null,null,MCY,MERCY,South Africa,N
659,American Eagle Airlines,null,MQ,EGF,EAGLE FLIGHT,United States,Y
660,Aeropuelche,null,null,PUE,PUELCHE,Chile,N
661,Aeroput,null,null,PUT,null,Serbia,N
662,Azzurra Air,null,null,AZI,AZZURRA,Italy,N
663,Airshop,null,FF,null,null,Netherlands,N
664,African Transport Trading and Investment Company,null,ML,null,null,Sudan,N
665,AD Aviation,null,null,VUE,FLIGHTVUE,United Kingdom,Y
666,Aero Costa Taxi Aereo,null,null,XCT,AEROCOSTAXI,Mexico,N
667,Aerovitro,null,null,VRO,AEROVITRO,Mexico,N
668,Aerotaxi Villa Rica,null,null,VRI,VILLARICA,Mexico,N
669,Aerovega,null,null,VEG,AEROVEGA,Mexico,N
670,Aerovilla,null,null,VVG,AEROVILLA,Colombia,N
671,Aerolineas Villaverde,null,null,VLR,VILLAVERDE,Mexico,N
672,Aero Air,null,null,WIL,WILLIAMETTE,United States,N
673,Aero Ejecutivos,null,null,VEJ,VENEJECUTIV,Venezuela,N
674,Aero Industries Inc,null,null,WAB,WABASH,United States,N
675,Aero Servicios Vanguardia,null,null,VNG,VANGUARDIA,Mexico,N
